Date,Value,MovingAvg,RMA,RMA_Pred,PercAvg_Pred,ES-0.3,ES-0.6,ES-0.9,MonteCarlo_Pred,ARIMA-OPT,SARIMA-OPT,ARIMA-UNOPT,SARIMA-UNOPT,LINREG,SVR-UNOPT,SVR-OPT
2010-01-01,388.91,,,,407.03744287702943,388.91,388.91,388.91,,,,,,388.28659227334435,407.0612834757805,390.19846515980515
2010-02-01,390.41,,,,407.90250651366676,389.36,389.81000000000006,390.26,,388.9103219567093,,388.91049367540853,,388.49560582351836,407.01837198423834,390.3104398277835
2010-03-01,391.37,,,,408.65756205778365,389.96299999999997,390.74600000000004,391.259,,391.3960340626635,,391.4722756904835,,388.6843922559336,407.0165777062379,390.4147622879373
2010-04-01,392.67,,,,410.14767167465,390.77509999999995,391.9004,392.5289,,391.67491575805496,,391.8648983828755,,388.8934058061076,407.02160838916615,390.53366817085697
2010-05-01,393.21,,,,409.56412874750805,391.5055699999999,392.68616,393.14189,,393.125007574943,,393.6545364968549,,389.09567698369534,407.0221403477309,390.65202963344973
2010-06-01,392.38,,,,408.94341641940844,391.76789899999994,392.50246400000003,392.456189,,393.1314004874412,,393.35663424813845,,389.30469053386935,407.0221489409866,390.77761448671004
2010-07-01,390.41,,,,407.1246159564055,391.36052929999994,391.2469856,390.61461890000004,,391.19388840210195,,391.5940259800944,,389.5069617114571,407.0223707131703,390.9022045872824
2010-08-01,388.54,,,,405.0451296499148,390.51437050999994,389.62279424,388.74746189,,388.5107024998614,,388.92755262210494,,389.7159752616311,407.02456103846197,391.033986973387
2010-09-01,387.03,,,,403.7083646468646,389.46905935699994,388.06711769599997,387.201746189,,387.2173784625308,,387.3815792696628,,389.9249888118051,407.02237071317205,391.1687399266355
2010-10-01,387.43,,,,403.9837182360216,388.8573415498999,387.6848470784,387.4071746189,,386.5533771439803,,386.0815377692861,,390.1272599893929,407.0221489506886,391.3018639676883
2010-11-01,388.87,,,,405.5725017783003,388.8611390849299,388.39593883136,388.72371746189,,388.07649134544073,,388.1053546423536,,390.3362735395669,407.02214894344127,391.4421226801478
2010-12-01,389.99,,,,407.01794144244633,389.19979735945094,389.352375532544,389.86337174618905,,390.032921617197,,389.91955238788165,,390.53854471715465,407.0223655168347,391.58036330977524
2011-01-01,391.5,390.1016666666667,100.30295848892249,390.35913332365976,407.03744287702943,389.8898581516156,390.6409502130176,391.3363371746189,391.4386766945119,390.9575799892991,388.92719915069745,390.62919436818083,584.4450002937289,390.74755826732866,407.0240228170408,391.72569653564074
2011-02-01,392.05,390.31749999999994,100.40871207674824,391.1640106546094,407.90250651366676,390.5379007061309,391.4863800852071,391.9786337174619,392.9468038710644,392.50616507302277,392.9223167193391,392.62388021952455,393.0000314129326,390.95657181750266,407.016782425564,391.8734512987416
2011-03-01,392.8,390.45416666666665,100.57010207216742,391.8169428923209,408.65756205778365,391.21653049429165,392.27455203408283,392.7178633717462,393.79683256555865,392.9988530866898,393.02125263470214,392.15831991119785,393.30518835942064,391.1453582499179,407.0165617101644,392.0089041713632
2011-04-01,393.44,390.5733333333333,100.71741704265465,393.1748267779551,410.14767167465,391.8835713460041,392.9738208136331,393.3677863371746,395.4163977308337,393.64113791145195,394.00050669407057,393.4288825381777,394.3598074657246,391.3543718000919,407.0216083754312,392.1609906235051
2011-05-01,394.41,390.6375,100.9398893118782,393.75001416665094,409.56412874750805,392.6414999422028,393.83552832545325,394.3057786337175,395.99104867256665,393.6515698213445,394.0051562602515,393.79540969327684,394.4062199078748,391.55664297767964,407.02214034772885,392.31020715127005
2011-06-01,393.95,390.73749999999995,100.78841553634857,393.0647099362375,408.94341641940844,393.03404995954196,393.9042113301813,393.98557786337176,394.74304142563625,393.66591207397124,393.43933095387877,395.15061135841415,393.683525376821,391.76565652785365,407.0221489409866,392.4664135154692
